"seqnames"	"start"	"end"	"strand"	"type"	"gene_name"	"transcript_name"	"transcript_biotype"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11848412	11848507	"-"	"exon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11848412	11848507	"-"	"CDS"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-259"	"protein_coding"
"8"	11842524	11853479	"-"	"transcript"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11849998	11850047	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11850021	11850047	"-"	"CDS"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11850018	11850020	"-"	"stop_codon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11849998	11850017	"-"	"three_prime_utr"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11849046	11849164	"-"	"three_prime_utr"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11848067	11848152	"-"	"three_prime_utr"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11847679	11847822	"-"	"three_prime_utr"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11847052	11847168	"-"	"three_prime_utr"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11845661	11845789	"-"	"three_prime_utr"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11842524	11845222	"-"	"three_prime_utr"	"CTSB"	"CTSB-239"	"nonsense_mediated_decay"
"8"	11842524	11853819	"-"	"transcript"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11853329	11853819	"-"	"exon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11853455	11853819	"-"	"five_prime_utr"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-236"	"protein_coding"
"8"	11842524	11868052	"-"	"transcript"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11867970	11868052	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11867970	11868052	"-"	"five_prime_utr"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-234"	"protein_coding"
"8"	11842524	11868079	"-"	"transcript"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11868001	11868079	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11845082	11845222	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11844015	11844241	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11842524	11842682	"-"	"exon"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11868001	11868079	"-"	"five_prime_utr"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11845082	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11844015	11844241	"-"	"three_prime_utr"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11842524	11842682	"-"	"three_prime_utr"	"CTSB"	"CTSB-211"	"nonsense_mediated_decay"
"8"	11842524	11868087	"-"	"transcript"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11868001	11868087	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11868001	11868087	"-"	"five_prime_utr"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-202"	"protein_coding"
"8"	11842524	11868087	"-"	"transcript"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11868001	11868087	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11864376	11864463	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11861300	11861479	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11868001	11868087	"-"	"five_prime_utr"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11864376	11864463	"-"	"five_prime_utr"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11861300	11861479	"-"	"five_prime_utr"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-244"	"protein_coding"
"8"	11842524	11868089	"-"	"transcript"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11868001	11868089	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11867254	11867526	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11865464	11865584	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11868001	11868089	"-"	"five_prime_utr"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11867254	11867526	"-"	"five_prime_utr"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11865464	11865584	"-"	"five_prime_utr"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-232"	"protein_coding"
"8"	11842524	11868089	"-"	"transcript"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11868001	11868089	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11849046	11849215	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11849046	11849215	"-"	"CDS"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11868001	11868089	"-"	"five_prime_utr"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-254"	"protein_coding"
"8"	11842524	11868114	"-"	"transcript"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11868001	11868114	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11865464	11865560	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11864376	11864463	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11868001	11868114	"-"	"five_prime_utr"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11865464	11865560	"-"	"five_prime_utr"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11864376	11864463	"-"	"five_prime_utr"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-248"	"protein_coding"
"8"	11842524	11868735	"-"	"transcript"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11868647	11868735	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11868647	11868735	"-"	"five_prime_utr"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-260"	"protein_coding"
"8"	11842524	11868739	"-"	"transcript"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11868671	11868739	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
