"Regulator_ENSG","Target_ENSG","MI","pvalue","Target_symbol","Regulator_symbol","chromosome_name","start_position","end_position","Gene.Start.MinusKB","Gene.end.PlusKB"
"ENSG00000196363","ENSG00000256967",0.353820040035622,0,"RP11-273B20.1","WDR5","12",7281675,7283794,7181675,7383794
"ENSG00000172534","ENSG00000119760",0.44654975051089,0,"SUPT7L","HCFC1","2",27873679,27886676,27773679,27986676
"ENSG00000147162","ENSG00000140995",0.398244367814083,0,"DEF8","OGT","16",90014333,90034468,89914333,90134468
"ENSG00000187778","ENSG00000164182",0.39759081802237,0,"NDUFAF2","MCRS1","5",60240956,60448853,60140956,60548853
"ENSG00000196363","ENSG00000075624",0.430284736545373,0,"ACTB","WDR5","7",5566782,5603415,5466782,5703415
"ENSG00000147162","ENSG00000149328",0.437336474734705,0,"GLB1L2","OGT","11",134201768,134248235,134101768,134348235
"ENSG00000196363","ENSG00000242349",0.344109569704449,0,"NPPA-AS1","WDR5","1",11901074,11908136,11801074,12008136
"ENSG00000147162","ENSG00000114648",0.434175308302537,0,"KLHL18","OGT","3",47324407,47388306,47224407,47488306
"ENSG00000196363","ENSG00000108344",0.575306764345035,0,"PSMD3","WDR5","17",38137050,38154213,38037050,38254213
"ENSG00000120071","ENSG00000107819",0.512091237688768,0,"SFXN3","KANSL1","10",102790991,102800998,102690991,102900998
"ENSG00000103510","ENSG00000145191",0.460876359831746,0,"EIF2B5","KAT8","3",183852826,184402546,183752826,184502546
"ENSG00000196363","ENSG00000170270",0.325151511311048,0,"GON7","WDR5","14",93669239,93673439,93569239,93773439
"ENSG00000147162","ENSG00000270094",0.395098304422307,0,"RP11-245P10.8","OGT","1",228581991,228584668,228481991,228684668
"ENSG00000196363","ENSG00000196890",0.364951558396454,0,"H2BU1","WDR5","1",228645808,228646259,228545808,228746259
"ENSG00000196363","ENSG00000108312",0.457580203253231,0,"UBTF","WDR5","17",42282401,42298994,42182401,42398994
"ENSG00000196363","ENSG00000135931",0.515976369761949,0,"ARMC9","WDR5","2",232063260,232239548,231963260,232339548
"ENSG00000187778","ENSG00000130816",0.450286444305915,0,"DNMT1","MCRS1","19",10244021,10341962,10144021,10441962
"ENSG00000147162","ENSG00000138640",0.601555828588397,0,"FAM13A","OGT","4",89647106,90032549,89547106,90132549
"ENSG00000187778","ENSG00000130813",0.531784256516601,0,"SHFL","MCRS1","19",10196798,10203928,10096798,10303928
"ENSG00000187778","ENSG00000130811",0.395107172969639,0,"EIF3G","MCRS1","19",10225693,10230596,10125693,10330596
"ENSG00000120071","ENSG00000068024",0.519911721652945,0,"HDAC4","KANSL1","2",239969864,240323348,239869864,240423348
"ENSG00000147162","ENSG00000140943",0.374700870716438,0,"MBTPS1","OGT","16",84087368,84150511,83987368,84250511
"ENSG00000172534","ENSG00000010322",0.547332343312422,0,"NISCH","HCFC1","3",52489134,52527087,52389134,52627087
"ENSG00000187778","ENSG00000032444",0.505883841456589,0,"PNPLA6","MCRS1","19",7598890,7626650,7498890,7726650
"ENSG00000196363","ENSG00000110619",0.49807528917978,0,"CARS1","WDR5","11",3022152,3078843,2922152,3178843
"ENSG00000120071","ENSG00000107862",0.475603653615932,0,"GBF1","KANSL1","10",104005289,104142656,103905289,104242656
"ENSG00000147162","ENSG00000100038",0.426429281721895,0,"TOP3B","OGT","22",22311397,22337213,22211397,22437213
"ENSG00000187778","ENSG00000116521",0.494932598685568,0,"SCAMP3","MCRS1","1",155225770,155232221,155125770,155332221
"ENSG00000147162","ENSG00000101361",0.412333579266145,0,"NOP56","OGT","20",2632791,2639039,2532791,2739039
"ENSG00000196363","ENSG00000110628",0.364133463766662,0,"SLC22A18","WDR5","11",2920951,2946476,2820951,3046476
"ENSG00000147162","ENSG00000101365",0.362475648056552,0,"IDH3B","OGT","20",2639041,2644865,2539041,2744865
"ENSG00000120071","ENSG00000058668",0.438758947334547,0,"ATP2B4","KANSL1","1",203595689,203713209,203495689,203813209
"ENSG00000187778","ENSG00000104522",0.503132501727935,0,"GFUS","MCRS1","8",144694788,144700218,144594788,144800218
"ENSG00000147162","ENSG00000100023",0.385313515214834,0,"PPIL2","OGT","22",22006559,22054304,21906559,22154304
"ENSG00000147162","ENSG00000101337",0.383673962547674,0,"TM9SF4","OGT","20",30697309,30755061,30597309,30855061
"ENSG00000147162","ENSG00000080823",0.336473054502717,0,"MOK","OGT","14",102690837,102771537,102590837,102871537
"ENSG00000196363","ENSG00000122484",0.442406143423805,0,"RPAP2","WDR5","1",92764522,92867613,92664522,92967613
"ENSG00000187778","ENSG00000154723",0.328401287645597,0,"ATP5PF","MCRS1","21",27088815,27107984,26988815,27207984
"ENSG00000196363","ENSG00000110497",0.593246549575134,0,"AMBRA1","WDR5","11",46417964,46615675,46317964,46715675
"ENSG00000196363","ENSG00000172732",0.455977428829717,0,"MUS81","WDR5","11",65624597,65635124,65524597,65735124
"ENSG00000187778","ENSG00000103121",0.375526450308488,0,"CMC2","MCRS1","16",81009698,81053875,80909698,81153875
"ENSG00000103510","ENSG00000134452",0.403567518879796,0,"FBH1","KAT8","10",5931535,5979556,5831535,6079556
"ENSG00000196363","ENSG00000160752",0.416436654430586,0,"FDPS","WDR5","1",155278539,155290457,155178539,155390457
"ENSG00000196363","ENSG00000147799",0.579169422484342,0,"ARHGAP39","WDR5","8",145754563,145911194,145654563,146011194
"ENSG00000187778","ENSG00000130764",0.689519980170642,0,"LRRC47","MCRS1","1",3696784,3713068,3596784,3813068
"ENSG00000196363","ENSG00000134452",0.496755165456565,0,"FBH1","WDR5","10",5931535,5979556,5831535,6079556
"ENSG00000187778","ENSG00000130772",0.338733514744123,0,"MED18","MCRS1","1",28655513,28662476,28555513,28762476
"ENSG00000187778","ENSG00000130770",0.471698285411882,0,"ATP5IF1","MCRS1","1",28562620,28573417,28462620,28673417
"ENSG00000103510","ENSG00000196730",0.392744610368155,0,"DAPK1","KAT8","9",90112143,90323548,90012143,90423548
"ENSG00000196363","ENSG00000169118",0.461790210305541,0,"CSNK1G1","WDR5","15",64457716,64648442,64357716,64748442
"ENSG00000196363","ENSG00000135778",0.351491155809687,0,"NTPCR","WDR5","1",233086351,233119628,232986351,233219628
"ENSG00000103510","ENSG00000147799",0.450263553216281,0,"ARHGAP39","KAT8","8",145754563,145911194,145654563,146011194
"ENSG00000196363","ENSG00000171435",0.439382840532983,0,"KSR2","WDR5","12",117890817,118406788,117790817,118506788
"ENSG00000196363","ENSG00000171421",0.408461259209881,0,"MRPL36","WDR5","5",1798500,1801480,1698500,1901480
"ENSG00000196363","ENSG00000196700",0.537866108115402,0,"ZNF512B","WDR5","20",62588055,62680113,62488055,62780113
"ENSG00000187778","ENSG00000128463",0.450224437764967,0,"EMC4","MCRS1","15",34517200,34522357,34417200,34622357
"ENSG00000103510","ENSG00000204673",0.367079406012086,0,"AKT1S1","KAT8","19",50372295,50381716,50272295,50481716
"ENSG00000172534","ENSG00000227543",0.497921869366894,0,"SPAG5-AS1","HCFC1","17",26925808,26944393,26825808,27044393
"ENSG00000196363","ENSG00000158470",0.487656354905541,0,"B4GALT5","WDR5","20",48249482,48330415,48149482,48430415
"ENSG00000120071","ENSG00000251455",0.380364988606231,0,"RP11-164P12.3","KANSL1","4",152595635,152599045,152495635,152699045
"ENSG00000196363","ENSG00000172757",0.525301008783368,0,"CFL1","WDR5","11",65590493,65629497,65490493,65729497
"ENSG00000187778","ENSG00000153406",0.385506279113772,0,"NMRAL1","MCRS1","16",4511681,4545764,4411681,4645764
"ENSG00000147162","ENSG00000197070",0.372229922405801,0,"ARRDC1","OGT","9",140500106,140509812,140400106,140609812
"ENSG00000196363","ENSG00000171453",0.513841194513044,0,"POLR1C","WDR5","6",43477440,43497323,43377440,43597323
"ENSG00000103510","ENSG00000182108",0.355958817914432,3.58379860854185e-06,"DEXI","KAT8","16",11022748,11036317,10922748,11136317
"ENSG00000187778","ENSG00000103174",0.44589501536712,0,"NAGPA","MCRS1","16",5074845,5084142,4974845,5184142
"ENSG00000120071","ENSG00000250135",0.370861190743464,0,"RP4-622L5.2","KANSL1","1",32636334,32642169,32536334,32742169
"ENSG00000147162","ENSG00000197077",0.381143558576342,0.000304444625039313,"KIAA1671","OGT","22",25348697,25593415,25248697,25693415
"ENSG00000196363","ENSG00000158480",0.566178150975205,0,"SPATA2","WDR5","20",48519928,48532080,48419928,48632080
"ENSG00000103510","ENSG00000171453",0.388771963275347,0,"POLR1C","KAT8","6",43477440,43497323,43377440,43597323
"ENSG00000196363","ENSG00000182108",0.422348599930653,0,"DEXI","WDR5","16",11022748,11036317,10922748,11136317
"ENSG00000196363","ENSG00000111786",0.416578750256843,0,"SRSF9","WDR5","12",120899471,120907596,120799471,121007596
"ENSG00000196363","ENSG00000002822",0.456087464253689,0.00166895852753068,"MAD1L1","WDR5","7",1855429,2272878,1755429,2372878
"ENSG00000103510","ENSG00000074276",0.370332184080112,0,"CDHR2","KAT8","5",175969512,176022975,175869512,176122975
"ENSG00000187778","ENSG00000115155",0.408214074998552,0,"OTOF","MCRS1","2",26680071,26781566,26580071,26881566
"ENSG00000147162","ENSG00000101407",0.441308631973584,0,"TTI1","OGT","20",36611409,36661870,36511409,36761870
"ENSG00000103510","ENSG00000160799",0.37650056946359,0,"CCDC12","KAT8","3",46963216,47023500,46863216,47123500
"ENSG00000187778","ENSG00000130713",0.510568955747898,0,"EXOSC2","MCRS1","9",133569108,133580248,133469108,133680248
"ENSG00000196363","ENSG00000172771",0.3366953555233,0.00837606041092398,"EFCAB12","WDR5","3",129120164,129147494,129020164,129247494
"ENSG00000120071","ENSG00000251474",0.388671887006934,0,"RPL32P3","KANSL1","3",129101765,129118498,129001765,129218498
"ENSG00000103510","ENSG00000172771",0.367087993988848,0,"EFCAB12","KAT8","3",129120164,129147494,129020164,129247494
"ENSG00000187778","ENSG00000130724",0.356576816941885,0,"CHMP2A","MCRS1","19",59062933,59066491,58962933,59166491
"ENSG00000196363","ENSG00000135740",0.497258007991972,0,"SLC9A5","WDR5","16",67271586,67306093,67171586,67406093
"ENSG00000196363","ENSG00000171475",0.47908245882264,0,"WIPF2","WDR5","17",38375556,38440388,38275556,38540388
"ENSG00000196363","ENSG00000196730",0.457011439268573,0,"DAPK1","WDR5","9",90112143,90323548,90012143,90423548
"ENSG00000187778","ENSG00000103152",0.451605200810473,0,"MPG","MCRS1","16",127006,135852,27006,235852
"ENSG00000120071","ENSG00000251485",0.412033023472153,0,"NRBF2P6","KANSL1","2",233207826,233208613,233107826,233308613
"ENSG00000196363","ENSG00000183458",0.409504264069692,1.13316156458154e-09,"PKD1P3","WDR5","16",15005408,15029565,14905408,15129565
"ENSG00000147162","ENSG00000091536",0.385961955724596,0,"MYO15A","OGT","17",18012020,18083116,17912020,18183116
"ENSG00000187778","ENSG00000130731",0.432381376078603,0,"METTL26","MCRS1","16",684429,686358,584429,786358
"ENSG00000196363","ENSG00000145191",0.674797552775405,0,"EIF2B5","WDR5","3",183852826,184402546,183752826,184502546
"ENSG00000187778","ENSG00000130733",0.588112666030446,0,"YIPF2","MCRS1","19",11033444,11039357,10933444,11139357
"ENSG00000187778","ENSG00000103145",0.337045044107155,0,"HCFC1R1","MCRS1","16",3072621,3074287,2972621,3174287
"ENSG00000120071","ENSG00000107929",0.501536342445814,0,"LARP4B","KANSL1","10",855484,977564,755484,1077564
"ENSG00000187778","ENSG00000116455",0.37850865711654,0,"WDR77","MCRS1","1",111982512,111991998,111882512,112091998
"ENSG00000196363","ENSG00000110442",0.559690484577364,0,"COMMD9","WDR5","11",36295051,36310999,36195051,36410999
"ENSG00000172534","ENSG00000241878",0.476445794014222,0,"PISD","HCFC1","22",32014477,32058418,31914477,32158418
"ENSG00000187778","ENSG00000116459",0.344525463142259,0,"ATP5PB","MCRS1","1",111991486,112005395,111891486,112105395
"ENSG00000147162","ENSG00000173064",0.420053748354716,0,"HECTD4","OGT","12",112597992,112819896,112497992,112919896
"ENSG00000147162","ENSG00000235875",0.345977062376346,0,"ARHGEF7-AS2","OGT","13",111766159,111768025,111666159,111868025
"ENSG00000172534","ENSG00000105298",0.37406176192972,0,"CACTIN","HCFC1","19",3610639,3626813,3510639,3726813
"ENSG00000187778","ENSG00000082515",0.360602458307588,0,"MRPL22","MCRS1","5",154320630,154348971,154220630,154448971
"ENSG00000103510","ENSG00000108106",0.400976729396954,0,"UBE2S","KAT8","19",55912652,55919145,55812652,56019145
"ENSG00000187778","ENSG00000139180",0.456074135017675,0,"NDUFA9","MCRS1","12",4758261,4798454,4658261,4898454
"ENSG00000187778","ENSG00000166770",0.359184935337891,0,"ZNF667-AS1","MCRS1","19",56988619,57012035,56888619,57112035
"ENSG00000196363","ENSG00000099783",0.438295017458973,0,"HNRNPM","WDR5","19",8509651,8553998,8409651,8653998
"ENSG00000196363","ENSG00000231663",0.4110016531656,0,"COA6-AS1","WDR5","1",234508553,234509339,234408553,234609339
"ENSG00000187778","ENSG00000103197",0.427549008108671,0,"TSC2","MCRS1","16",2097466,2138716,1997466,2238716
"ENSG00000103510","ENSG00000214046",0.578680546303751,0,"SMIM7","KAT8","19",16741562,16771253,16641562,16871253
"ENSG00000187778","ENSG00000177427",0.550416142609932,0,"MIEF2","MCRS1","17",18163848,18169866,18063848,18269866
"ENSG00000120071","ENSG00000130299",0.404750436777162,0.0140615342371282,"GTPBP3","KANSL1","19",17445729,17453544,17345729,17553544
"ENSG00000172534","ENSG00000130294",0.426780193267615,0,"KIF1A","HCFC1","2",241653181,241759725,241553181,241859725
"ENSG00000187778","ENSG00000176101",0.458990675153341,0,"SSNA1","MCRS1","9",140083099,140084822,139983099,140184822
"ENSG00000187778","ENSG00000176108",0.371696261214576,0,"CHMP6","MCRS1","17",78965398,78983317,78865398,79083317
"ENSG00000187778","ENSG00000166793",0.470524369542899,0,"YPEL4","MCRS1","11",57412560,57417417,57312560,57517417
"ENSG00000120071","ENSG00000168872",0.448305898500002,1.88917016696877e-05,"DDX19A","KANSL1","16",70380732,70407286,70280732,70507286
"ENSG00000120071","ENSG00000154237",0.42187093454551,0,"LRRK1","KANSL1","15",101459420,101610317,101359420,101710317
"ENSG00000172534","ENSG00000204842",0.440544906075001,0,"ATXN2","HCFC1","12",111890018,112037480,111790018,112137480
"ENSG00000187778","ENSG00000166741",0.306953084951479,0,"NNMT","MCRS1","11",114128509,114184007,114028509,114284007
"ENSG00000187778","ENSG00000071894",0.359641494831038,0,"CPSF1","MCRS1","8",145618444,145634753,145518444,145734753
"ENSG00000187778","ENSG00000178741",0.558379113073302,0,"COX5A","MCRS1","15",75212132,75230509,75112132,75330509
"ENSG00000103510","ENSG00000159733",0.435210795797353,0,"ZFYVE28","KAT8","4",2271309,2420390,2171309,2520390
"ENSG00000120071","ENSG00000237159",0.345065345122027,0,"CNTFR-AS1","KANSL1","9",34568013,34582827,34468013,34682827
"ENSG00000196363","ENSG00000160710",0.525836243717132,0,"ADAR","WDR5","1",154554538,154600475,154454538,154700475
"ENSG00000196363","ENSG00000159733",0.587753148446302,0,"ZFYVE28","WDR5","4",2271309,2420390,2171309,2520390
"ENSG00000103510","ENSG00000135740",0.404923754798837,0,"SLC9A5","KAT8","16",67271586,67306093,67171586,67406093
"ENSG00000120071","ENSG00000008300",0.504132968889595,0,"CELSR3","KANSL1","3",48673902,48700348,48573902,48800348
"ENSG00000187778","ENSG00000261971",0.38566122168195,0,"MMP25-AS1","MCRS1","16",3101992,3109371,3001992,3209371
"ENSG00000172534","ENSG00000167524",0.412188911640668,0,"RSKR","HCFC1","17",26934982,26941218,26834982,27041218
"ENSG00000196363","ENSG00000232956",0.396132608360875,0,"SNHG15","WDR5","7",45022622,45026560,44922622,45126560
"ENSG00000172534","ENSG00000167522",0.540566537743233,0,"ANKRD11","HCFC1","16",89334038,89556969,89234038,89656969
"ENSG00000196363","ENSG00000184708",0.52851443737214,0,"EIF4ENIF1","WDR5","22",31832963,31892094,31732963,31992094
"ENSG00000187778","ENSG00000233016",0.393760421302092,0,"SNHG7","MCRS1","9",139615818,139622636,139515818,139722636
"ENSG00000147162","ENSG00000176986",0.474983080329582,0,"SEC24C","OGT","10",75504120,75531919,75404120,75631919
"ENSG00000187778","ENSG00000152127",0.465122331604501,0,"MGAT5","MCRS1","2",134877554,135212192,134777554,135312192
"ENSG00000103510","ENSG00000241622",0.315415511888818,0,"RARRES2P1","KAT8","3",75707685,75708165,75607685,75808165
"ENSG00000187778","ENSG00000178719",0.492798250556031,0,"GRINA","MCRS1","8",145064226,145067583,144964226,145167583
"ENSG00000172534","ENSG00000143569",0.478062272688296,0,"UBAP2L","HCFC1","1",154192655,154243986,154092655,154343986
"ENSG00000187778","ENSG00000153443",0.490388468010426,0,"UBALD1","MCRS1","16",4658884,4665028,4558884,4765028
"ENSG00000147162","ENSG00000173011",0.405330840044502,0,"TADA2B","OGT","4",7043626,7059679,6943626,7159679
"ENSG00000172534","ENSG00000131584",0.401934364305644,0,"ACAP3","HCFC1","1",1227756,1244989,1127756,1344989
"ENSG00000147162","ENSG00000187741",0.363145176973274,0,"FANCA","OGT","16",89803957,89883065,89703957,89983065
"ENSG00000120071","ENSG00000143630",0.441482924457572,0,"HCN3","KANSL1","1",155247374,155259639,155147374,155359639
"ENSG00000172534","ENSG00000082014",0.333861681815831,0,"SMARCD3","HCFC1","7",150935850,150974982,150835850,151074982
"ENSG00000187778","ENSG00000164081",0.383335628250483,0,"TEX264","MCRS1","3",51696709,51738339,51596709,51838339
"ENSG00000187778","ENSG00000164087",0.486376288668929,0,"POC1A","MCRS1","3",52109269,52188706,52009269,52288706
"ENSG00000147162","ENSG00000175772",0.371831448237389,0,"LINC01106","OGT","2",111132715,111142019,111032715,111242019
"ENSG00000187778","ENSG00000270002",0.349304488781298,0,"RP11-93H12.4","MCRS1","10",87403830,87407823,87303830,87507823
"ENSG00000120071","ENSG00000168924",0.378473622796128,0.00754272920422006,"LETM1","KANSL1","4",1813206,1857974,1713206,1957974
"ENSG00000147162","ENSG00000151779",0.458320779983587,0,"NBAS","OGT","2",15307032,15701454,15207032,15801454
"ENSG00000147162","ENSG00000163793",0.364471403000438,0,"DNAJC5G","OGT","2",27498289,27504367,27398289,27604367
"ENSG00000172534","ENSG00000105220",0.483114214613667,0,"GPI","HCFC1","19",34850385,34893061,34750385,34993061
"ENSG00000103510","ENSG00000076924",0.428283126440216,0,"XAB2","KAT8","19",7684411,7694451,7584411,7794451
"ENSG00000172534","ENSG00000070047",0.618653890071531,0,"PHRF1","HCFC1","11",576486,612222,476486,712222
"ENSG00000172534","ENSG00000143515",0.429942374616727,0,"ATP8B2","HCFC1","1",154298029,154323783,154198029,154423783
"ENSG00000187778","ENSG00000006015",0.428209972887432,0,"REX1BD","MCRS1","19",18699495,18703146,18599495,18803146
"ENSG00000120071","ENSG00000143614",0.49347855875399,0,"GATAD2B","KANSL1","1",153777201,153895451,153677201,153995451
"ENSG00000187778","ENSG00000177383",0.530402326568968,0,"MAGEF1","MCRS1","3",184428156,184429836,184328156,184529836
"ENSG00000172534","ENSG00000155506",0.450273102024243,0,"LARP1","HCFC1","5",154092462,154197167,153992462,154297167
"ENSG00000172534","ENSG00000107862",0.489524394672346,0,"GBF1","HCFC1","10",104005289,104142656,103905289,104242656
"ENSG00000187778","ENSG00000153395",0.384045051360511,0,"LPCAT1","MCRS1","5",1456595,1524092,1356595,1624092
"ENSG00000120071","ENSG00000141013",0.366191600249015,2.75898224399995e-06,"GAS8","KANSL1","16",90086037,90111383,89986037,90211383
"ENSG00000147162","ENSG00000235831",0.371020309920696,0,"BHLHE40-AS1","OGT","3",4938493,5021646,4838493,5121646
"ENSG00000187778","ENSG00000270059",0.410760388145853,0,"RP11-88H12.2","MCRS1","3",65344943,65345392,65244943,65445392
"ENSG00000187778","ENSG00000257073",0.515979428234539,0,"AC011933.1","MCRS1","17",73314159,73315410,73214159,73415410
"ENSG00000196363","ENSG00000048162",0.442370916842956,0,"NOP16","WDR5","5",175810949,175815976,175710949,175915976
"ENSG00000187778","ENSG00000070610",0.472691191123532,0,"GBA2","MCRS1","9",35736863,35749983,35636863,35849983
"ENSG00000187778","ENSG00000164032",0.399236737692853,0,"H2AZ1","MCRS1","4",100869243,100871545,100769243,100971545
"ENSG00000147162","ENSG00000175727",0.425113800388314,0,"MLXIP","OGT","12",122516628,122631894,122416628,122731894
"ENSG00000187778","ENSG00000180992",0.492401374509483,0,"MRPL14","MCRS1","6",44081194,44095194,43981194,44195194
"ENSG00000196363","ENSG00000063761",0.427212568333283,0,"ADCK1","WDR5","14",78266426,78401355,78166426,78501355
"ENSG00000120071","ENSG00000167625",0.438191883350685,0,"ZNF526","KANSL1","19",42724423,42732353,42624423,42832353
"ENSG00000187778","ENSG00000152082",0.321193034532144,0,"MZT2B","MCRS1","2",130939310,130948302,130839310,131048302
"ENSG00000187778","ENSG00000009950",0.404567212937429,0,"MLXIPL","MCRS1","7",73007524,73038873,72907524,73138873
"ENSG00000172534","ENSG00000105245",0.422281598761509,2.44420405248746e-07,"NUMBL","HCFC1","19",41172596,41196877,41072596,41296877
"ENSG00000187778","ENSG00000164051",0.372077189854138,0,"CCDC51","MCRS1","3",48473574,48481866,48373574,48581866
"ENSG00000120071","ENSG00000106608",0.537204539310618,0,"URGCP","KANSL1","7",43915493,43966010,43815493,44066010
"ENSG00000147162","ENSG00000126746",0.43681804534015,0,"ZNF384","OGT","12",6775643,6798738,6675643,6898738
"ENSG00000187778","ENSG00000270094",0.41651883053982,2.12070697536149e-06,"RP11-245P10.8","MCRS1","1",228581991,228584668,228481991,228684668
"ENSG00000196363","ENSG00000135835",0.372679761046949,0,"KIAA1614","WDR5","1",180882290,180920750,180782290,181020750
"ENSG00000147162","ENSG00000114770",0.770174855514694,0,"ABCC5","OGT","3",183637722,183735803,183537722,183835803
"ENSG00000196363","ENSG00000169180",0.543864496161468,0,"XPO6","WDR5","16",28109300,28223241,28009300,28323241
"ENSG00000147162","ENSG00000163703",0.437215336777476,0,"CRELD1","OGT","3",9975506,9987097,9875506,10087097
"ENSG00000187778","ENSG00000105701",0.503266313715258,0,"FKBP8","MCRS1","19",18642561,18654887,18542561,18754887
"ENSG00000187778","ENSG00000006071",0.356732903127726,0,"ABCC8","MCRS1","11",17414432,17498449,17314432,17598449
"ENSG00000147162","ENSG00000006194",0.402467377322301,0,"ZNF263","OGT","16",3313743,3351401,3213743,3451401
"ENSG00000187778","ENSG00000105705",0.504693138590157,0,"SUGP1","MCRS1","19",19386827,19431653,19286827,19531653
"ENSG00000147162","ENSG00000138759",0.463929228138271,0,"FRAS1","OGT","4",78978724,79465423,78878724,79565423
"ENSG00000147162","ENSG00000125447",0.407207317184382,0,"GGA3","OGT","17",73232694,73258444,73132694,73358444
"ENSG00000103510","ENSG00000204713",0.388406104269649,0,"TRIM27","KAT8","6",28870779,28891766,28770779,28991766
"ENSG00000172534","ENSG00000033100",0.458822302398329,0,"CHPF2","HCFC1","7",150929575,150935908,150829575,151035908
"ENSG00000187778","ENSG00000130706",0.50579848716324,0,"ADRM1","MCRS1","20",60877149,60883918,60777149,60983918
"ENSG00000196363","ENSG00000109536",0.394208252325838,0,"FRG1","WDR5","4",190861943,190884359,190761943,190984359
"ENSG00000103510","ENSG00000170085",0.379562911908965,0,"SIMC1","KAT8","5",175665365,175772994,175565365,175872994
"ENSG00000196363","ENSG00000123810",0.424847735233813,0,"B9D2","WDR5","19",41860326,41870078,41760326,41970078
"ENSG00000172534","ENSG00000263271",0.40681914560119,0,"RP11-1055B8.8","HCFC1","17",79428039,79428963,79328039,79528963
"ENSG00000147162","ENSG00000100151",0.382165545239717,0,"PICK1","OGT","22",38452318,38471708,38352318,38571708
"ENSG00000187778","ENSG00000176095",0.499701710220556,0,"IP6K1","MCRS1","3",49761727,49823975,49661727,49923975
"ENSG00000172534","ENSG00000178188",0.466185445709791,0,"SH2B1","HCFC1","16",28857921,28885526,28757921,28985526
"ENSG00000196363","ENSG00000266248",0.356845606655501,0,"CTC-525D6.2","WDR5","19",29980682,30017855,29880682,30117855
"ENSG00000196363","ENSG00000267577",0.38212130710428,0,"DNAAF3-AS1","WDR5","19",55670307,55688908,55570307,55788908
"ENSG00000103510","ENSG00000241728",0.318513679850179,0,"AP001062.8","KAT8","21",45748827,45750104,45648827,45850104
"ENSG00000187778","ENSG00000105671",0.504562046827251,0,"DDX49","MCRS1","19",19030484,19039436,18930484,19139436
"ENSG00000196363","ENSG00000089693",0.609792021427022,0,"MLF2","WDR5","12",6857170,6876641,6757170,6976641
"ENSG00000120071","ENSG00000273333",0.386200043322437,0,"ENSG00000273333","KANSL1","6",32152516,32153659,32052516,32253659
"ENSG00000196363","ENSG00000124541",0.438212473504613,0,"RRP36","WDR5","6",42989383,43001894,42889383,43101894
"ENSG00000172534","ENSG00000168591",0.455699595859812,0,"TMUB2","HCFC1","17",42264338,42269099,42164338,42369099
"ENSG00000103510","ENSG00000160633",0.459113156654937,0,"SAFB","KAT8","19",5623046,5668489,5523046,5768489
"ENSG00000196363","ENSG00000124535",0.538467899906401,0,"WRNIP1","WDR5","6",2765648,2787186,2665648,2887186
"ENSG00000187778","ENSG00000130640",0.522809938358035,0,"TUBGCP2","MCRS1","10",135093135,135125841,134993135,135225841
"ENSG00000172534","ENSG00000215421",0.394552278432708,0,"ZNF407","HCFC1","18",72265106,72777627,72165106,72877627
"ENSG00000187778","ENSG00000180901",0.478010046598541,0,"KCTD2","MCRS1","17",73028670,73061984,72928670,73161984
"ENSG00000187778","ENSG00000117640",0.415691322180554,0,"MTFR1L","MCRS1","1",26145131,26159432,26045131,26259432
"ENSG00000187778","ENSG00000117643",0.378736546583027,0,"MAN1C1","MCRS1","1",25943959,26112698,25843959,26212698
"ENSG00000187778","ENSG00000142634",0.397447365969353,0.0285654005921661,"EFHD2","MCRS1","1",15736391,15756839,15636391,15856839
"ENSG00000187778","ENSG00000105656",0.352688179451591,0,"ELL","MCRS1","19",18553473,18632937,18453473,18732937
"ENSG00000196363","ENSG00000111203",0.44300293093282,0,"ITFG2","WDR5","12",2921788,2968957,2821788,3068957
"ENSG00000196363","ENSG00000076356",0.478857191584206,0,"PLXNA2","WDR5","1",208195587,208417665,208095587,208517665
"ENSG00000196363","ENSG00000100568",0.388803402153036,1.95710114780923e-12,"VTI1B","WDR5","14",68113792,68141548,68013792,68241548
"ENSG00000187778","ENSG00000167925",0.414260034070929,0,"GHDC","MCRS1","17",40340817,40346531,40240817,40446531
"ENSG00000147162","ENSG00000225783",0.509683573917811,0,"MIAT","OGT","22",27042392,27072438,26942392,27172438
"ENSG00000196363","ENSG00000088325",0.396372138005844,0,"TPX2","WDR5","20",30327074,30389608,30227074,30489608
"ENSG00000196363","ENSG00000125835",0.427169010760123,0,"SNRPB","WDR5","20",2442280,2451499,2342280,2551499
"ENSG00000172534","ENSG00000143257",0.349413215551138,0,"NR1I3","HCFC1","1",161199456,161208092,161099456,161308092
"ENSG00000172534","ENSG00000144589",0.477103168404219,0,"STK11IP","HCFC1","2",220462582,220481173,220362582,220581173
"ENSG00000120071","ENSG00000235027",0.410965378067695,0,"AC068580.6","KANSL1","11",1781578,1783716,1681578,1883716
"ENSG00000120071","ENSG00000235024",0.396922110072617,0,"CDK5R2-AS1","KANSL1","2",219809351,219826625,219709351,219926625
"ENSG00000196363","ENSG00000112514",0.540897451755123,0,"CUTA","WDR5","6",33384219,33386094,33284219,33486094
"ENSG00000196363","ENSG00000112511",0.468059016071469,0,"PHF1","WDR5","6",33378176,33384230,33278176,33484230
"ENSG00000120071","ENSG00000273381",0.332683507028315,0,"ENSG00000273381","KANSL1","9",93968457,93972581,93868457,94072581
"ENSG00000196363","ENSG00000137817",0.578542766217901,0,"PARP6","WDR5","15",72533522,72565340,72433522,72665340
